Player,bbref_id,PlayerID,status,pos,height,weight,num,code,team_id,team_name,birthdate,age,exp,school,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Dwight Howard,howardw01,2730,,C-F,82,265,39,LAL,1610612747,Los Angeles Lakers,12/8/1985,33,15,No College,2020,2495,1205,-0.13288776,0.9447513593,0.8118635992,2.975667285,-0.8249433881,2.150723897,0.4716205481,0.5339157685,1.005536317,2.299194459,2.299194459,0,0.1636686773,1.921118279,2.084786956,-0.4274677598
Jared Dudley,dudleja01,201162,,F,78,225,10,LAL,1610612747,Los Angeles Lakers,7/10/1985,34,12,Boston College,2020,643,311,-0.857397128,1.652038844,0.7946417161,-5.966935599,4.597149546,-1.369786054,-2.010001934,2.26847126,0.2584693258,0.4736457284,0.4736457284,0,-2.341181212,2.131444435,-0.2097367772,-0.7937984398
JaVale McGee,mcgeeja01,201580,Starter,C,84,270,7,LAL,1610612747,Los Angeles Lakers,1/19/1988,31,11,Nevada-Reno,2020,2197,1034,-0.3685819321,3.972316866,3.603734934,2.923648885,-1.028407482,1.895241404,0.2645315669,3.072934402,3.337465969,3.214501575,3.214501575,0,0.1348779295,4.051564775,4.186442705,0.09778131842
JR Smith,smithjr01,2747,,G,78,220,21,LAL,1610612747,Los Angeles Lakers,9/9/1985,34,15,St. Benedict's Prep,2020,18,8,-6.188046953,-11.31706086,-17.50510781,-15.67778126,-8.758438921,-24.43622018,-8.567522077,-11.52424695,-20.09176902,-0.07090874968,-0.07090874968,0,-5.000110534,-8.834617628,-13.83472816,0.1824273782
Kentavious Caldwell-Pope,caldwke01,203484,Starter,G,77,204,1,LAL,1610612747,Los Angeles Lakers,2/18/1993,26,6,Georgia,2020,3485,1633,-0.1146392526,-0.1380089115,-0.2526481641,1.659900126,-0.9275215716,0.7323785542,0.2169376417,-0.369274525,-0.1523368833,2.165325915,2.165325915,0,0.2335843196,0.2044357155,0.438020035,0.05023130485
Kostas Antetokounmpo,antetko01,1628961,G-League,F,82,200,37,LAL,1610612747,Los Angeles Lakers,11/20/1997,21,1,University of Dayton,2020,12,5,-1.022068229,-18.05660314,-19.07867137,9.412022362,-20.16670361,-10.75468125,1.049275572,-19.7714529,-18.72217733,-0.040232629,-0.040232629,0,-1.679384242,-13.64597077,-15.32535502,-1.282807257
Kyle Kuzma,kuzmaky01,1628398,,F,80,221,0,LAL,1610612747,Los Angeles Lakers,7/24/1995,24,2,Utah,2020,2930,1359,-2.680941326,-0.07192860692,-2.752869933,-1.07218616,-0.07990210533,-1.152088266,-2.563933309,-0.1503515051,-2.714284814,0.02476617471,0.02476617471,0,-1.880861092,-0.1510230019,-2.031884094,0.01082881618
LeBron James,jamesle01,2544,GTD,F,81,250,23,LAL,1610612747,Los Angeles Lakers,12/30/1984,34,16,No College,2020,4504,2129,6.399816594,0.0573278988,6.457144493,5.454838457,5.614533409,11.06937187,6.52684454,1.176458645,7.703303185,11.36862409,11.36862409,0,6.635832359,1.093607955,7.729440314,0.126501234
Quinn Cook,cookqu01,1626188,,G,73,180,2,LAL,1610612747,Los Angeles Lakers,3/23/1993,26,3,Duke,2020,877,409,-1.107768859,-2.071966309,-3.179735169,0.04686751934,2.642926557,2.689794077,-0.9948219738,-1.29668411,-2.291506083,0.09543033136,0.09543033136,0,-1.433770884,-2.328243764,-3.762014648,-0.2605969567
Rajon Rondo,rondora01,200765,Starter,G,73,186,9,LAL,1610612747,Los Angeles Lakers,2/22/1986,33,13,,2020,2085,984,-0.541906718,-2.786731795,-3.328638513,-1.275231443,-3.053032033,-4.328263476,-0.7718417353,-3.065809575,-3.83765131,-0.5453957634,-0.5453957634,0,-0.3575816063,-2.279005182,-2.636586789,-0.1205350452
Talen Horton-Tucker,hortota01,1629659,G-League,G,76,234,5,LAL,1610612747,Los Angeles Lakers,11/25/2000,19,0,Iowa State,2020,9,5,-3.244064581,28.76376148,25.5196969,-31.77306081,-1.709851842,-33.48291266,-9.399412868,24.00374774,14.60433488,0.04316784668,0.04316784668,0,-4.503704896,23.02651145,18.52280655,-2.541628887
Brandon Clarke,clarkbr01,1629634,Out,F-G,80,215,15,MEM,1610612763,Memphis Grizzlies,9/19/1996,23,0,Gonzaga,2020,2475,1120,0.540199096,0.2801870211,0.8203861171,0.3774563828,2.111285025,2.488741408,0.5566737331,0.6789412378,1.235614971,2.280415388,2.280415388,0,-0.4874358632,0.1063992235,-0.3810366397,0.1316517517
De'Anthony Melton,meltode01,1629001,Starter,SG,74,200,0,MEM,1610612763,Memphis Grizzlies,5/28/1998,21,1,USC,2020,2296,1041,-0.2769105418,1.139875197,0.8629646554,3.763688893,3.205990952,6.969679845,0.5678990248,1.643527649,2.211426674,2.656489371,2.656489371,0,0.03764625955,1.684202135,1.721848395,0.8278463711
Dillon Brooks,brookdi01,1628415,Starter,SF,79,225,24,MEM,1610612763,Memphis Grizzlies,1/22/1996,23,2,Oregon,2020,4062,1887,-1.135483207,-0.8452783432,-1.98076155,1.282117048,-0.5964231317,0.6856939164,-0.6949810101,-0.8457656017,-1.540746612,1.167243887,1.167243887,0,-0.8196627963,-0.03212806261,-0.8517908589,0.2662173022
Dion Waiters,waitedi01,203079,Bench,G,75,210,11,MEM,1610612763,Los Angeles Lakers,12/10/1991,28,7,Syracuse,2020,132,63,3.073186913,-3.005761903,0.06742501024,7.135661539,6.582603109,13.71826465,4.084106299,-1.180062003,2.904044296,0.1820470582,0.1820470582,0,5.851254992,-2.780057676,3.071197316,-1.132665681
Dusty Hannahs,hannadu01,1628605,Waived,,,,,MEM,1610612763,Memphis Grizzlies,,,,,2020,28,13,12.16034548,-0.8851960087,11.27514947,23.66983278,-15.2480591,8.42177368,15.41569187,-3.831004909,11.58468696,0.09404998229,0.09404998229,0,9.752165383,-6.024724529,3.727440855,-1.10107581
Gorgui Dieng,dienggo01,203476,,C,82,230,5,MEM,1610612763,Memphis Grizzlies,1/18/1990,29,6,Louisville,2020,2170,1012,-2.060360985,5.133260356,3.072899371,-6.676007664,4.979215717,-1.696791946,-3.123145496,5.436003959,2.312858462,2.617460078,2.617460078,0,-2.770742823,4.793937018,2.023194195,-0.07086391545
Grayson Allen,allengr01,1628960,Out,G,76,205,3,MEM,1610612763,Memphis Grizzlies,10/8/1995,24,1,Duke,2020,1146,520,-0.6426545079,-1.150226424,-1.792880932,-1.213335092,-2.849376809,-4.062711902,-0.7793949406,-1.570422754,-2.349817695,0.1066921715,0.1066921715,0,-1.178138228,-2.243250421,-3.421388649,0.5017302622
Ja Morant,moranja01,1629630,Starter,PG,75,174,12,MEM,1610612763,Memphis Grizzlies,8/10/1999,20,0,Murray State,2020,3911,1812,0.7852941665,-2.096841099,-1.311546933,-0.5787193197,2.140432333,1.561713013,0.5516673363,-1.339870587,-0.7882032509,1.812634073,1.812634073,0,-0.420909978,-1.526991643,-1.947901621,-0.05694697624
Jaren Jackson Jr.,jacksja02,1628991,Out,F-C,83,242,13,MEM,1610612763,Memphis Grizzlies,9/15/1999,20,1,Michigan State,2020,3381,1555,-0.7643419582,0.3768464835,-0.3874954747,-1.544817812,-3.508463556,-5.053281368,-0.9667401463,-0.4154471723,-1.382187319,1.09815668,1.09815668,0,-1.203183987,0.3332931959,-0.869890791,1.220835063
John Konchar,konchjo01,1629723,,G,77,210,46,MEM,1610612763,Memphis Grizzlies,3/22/1996,23,0,,2020,352,167,2.722201277,3.372121214,6.094322491,1.345408185,1.723019764,3.06842795,2.639189077,3.242817636,5.882006712,0.7303987558,0.7303987558,0,1.739035966,1.142189935,2.8812259,-0.7042349933
Jonas Valanciunas,valanjo01,202685,Starter,C,83,265,17,MEM,1610612763,Memphis Grizzlies,5/6/1992,27,7,,2020,3541,1645,0.5932678011,2.012772505,2.606040306,0.3673030261,1.517748463,1.88505149,0.5942102338,2.0304167,2.624626934,4.497831467,4.497831467,0,0.005550042146,1.976243175,1.981793217,-0.2935300335
Jordan Bell,belljo01,1628395,,F,80,224,7,MEM,1610612763,Memphis Grizzlies,1/7/1995,24,2,Oregon,2020,558,256,-0.670696595,-0.08275013716,-0.7534467321,-0.4134295312,1.91690533,1.503475798,-0.6189291966,0.3683050788,-0.2506241178,0.3280706118,0.3280706118,0,-0.6173176258,-1.240451208,-1.857768834,0.4195840667
Josh Jackson,jacksjo02,1628367,,SF,80,207,20,MEM,1610612763,Memphis Grizzlies,2/10/1997,22,2,Kansas,2020,816,370,0.3744007504,3.051163482,3.425564232,0.09985886474,1.565192113,1.665050978,0.359606442,2.938712359,3.298318801,1.158254494,1.158254494,0,-0.1065957883,2.09003573,1.983439941,1.473168809
Justise Winslow,winslju01,1626159,Out,F-G,78,222,20,MEM,1610612763,Memphis Grizzlies,3/26/1996,23,4,Duke,2020,768,352,-1.885388988,0.1376705657,-1.747718422,-1.009561724,6.758982391,5.749420668,-1.84438987,1.52602411,-0.31836576,0.4380559019,0.4380559019,0,-0.7437516501,0.6465313678,-0.09722028235,0.3171500516
Kyle Anderson,anderky01,203937,Starter,PF,81,230,1,MEM,1610612763,Memphis Grizzlies,9/20/1993,26,5,UCLA,2020,2526,1158,-1.299902872,1.252066789,-0.04783608304,-5.365885055,2.103906457,-3.261978598,-2.202240969,1.509641127,-0.6925998419,1.216447801,1.216447801,0,-2.920066304,0.8698039209,-2.050262383,0.07652800283
Marko Guduric,gudurma01,1629741,,G,78,209,23,MEM,1610612763,Memphis Grizzlies,3/8/1995,24,0,,2020,1046,476,-2.148308802,-2.334956104,-4.483264906,-1.634423314,-0.7992638359,-2.43368715,-2.144771503,-2.144772256,-4.28954376,-0.3751204129,-0.3751204129,0,-2.194519512,-3.127701405,-5.322220917,0.3367276363
Tyus Jones,jonesty01,1626145,,G,72,185,21,MEM,1610612763,Memphis Grizzlies,5/10/1996,23,4,Duke,2020,2731,1232,1.350994589,-1.275428975,0.07556561311,-0.09024507731,-1.345951312,-1.43619639,1.15434949,-1.362824552,-0.2084750614,1.591889224,1.591889224,0,0.1202156623,-1.715344999,-1.595129337,-0.3593652162
Yuta Watanabe,watanyu01,1629139,,G-F,80,215,18,MEM,1610612763,Memphis Grizzlies,10/13/1994,25,1,George Washington,2020,212,99,-1.850634643,3.874114659,2.023480016,-1.338300899,-0.1138043552,-1.452105255,-1.822402992,3.290798155,1.468395163,0.2120823138,0.2120823138,0,-2.576509362,1.970718166,-0.6057911957,-0.4729954894
Andre Iguodala,iguodan01,2738,,G-F,78,215,28,MIA,1610612748,Miami Heat,1/28/1984,36,15,Arizona,2020,570,259,-4.508853745,2.11039503,-2.398458715,-5.86769716,3.565607599,-2.30208956,-5.098620598,2.531953399,-2.566667199,0.02431574016,0.02431574016,0,-5.643864001,0.8768489677,-4.767015033,0.3781757155
Bam Adebayo,adebaba01,1628389,Starter,C-F,81,243,13,MIA,1610612748,Miami Heat,7/18/1997,22,2,Kentucky,2020,4573,2235,-1.14308755,2.181165159,1.038077609,2.498360551,0.7325188235,3.230879374,-0.4866899692,1.989861765,1.503171795,4.813511415,4.813511415,0,-0.576822499,1.260306176,0.6834836775,-0.7649178976
Chris Silva,silvach01,1629735,Inactive,F,80,234,30,MIA,1610612748,Miami Heat,9/19/1996,23,0,South Carolina,2020,655,307,-0.9380154357,-3.098900606,-4.036916042,-0.5668240934,-2.237483377,-2.80430747,-0.9594279356,-3.181096792,-4.140524728,-0.2203031827,-0.2203031827,0,-1.467882281,-2.527156968,-3.99503925,1.172450351
Daryl Macon,maconda01,1629133,,G,74,185,15,MIA,1610612748,Miami Heat,11/29/1995,23,1,Arkansas,2020,29,14,-8.235015735,4.403426311,-3.831589423,-17.3843976,22.3919485,5.007550898,-10.71470375,8.413616453,-2.301087296,0.003186848679,0.003186848679,0,-12.97069742,1.873475624,-11.0972218,-0.6249597868
Derrick Jones Jr.,jonesde02,1627884,,F,78,195,5,MIA,1610612748,Miami Heat,2/15/1997,22,3,UNLV,2020,2598,1249,0.256723123,2.761173128,3.017896251,-0.5292473788,-1.075101301,-1.604348679,0.07730620529,2.105615804,2.18292201,3.132675573,3.132675573,0,-0.5279519143,2.18641623,1.658464315,-0.3497747824
Duncan Robinson,robindu01,1629130,Starter,SF,79,215,55,MIA,1610612748,Miami Heat,4/22/1994,25,1,Michigan,2020,4019,1949,2.083483981,-0.9565098244,1.126974156,6.376680791,2.254379827,8.631060618,3.075953713,-0.352647667,2.723306046,5.425879825,5.425879825,0,2.820697933,-0.429559471,2.391138462,-0.3123474128
Gabe Vincent,vincega01,1629216,G-League,G,75,200,2,MIA,1610612748,Miami Heat,6/14/1996,23,0,UCSB,2020,88,42,-4.930568207,-3.638061077,-8.568629284,-11.15273646,5.573049711,-5.579686748,-6.547789449,-1.933366442,-8.481155891,-0.1227236688,-0.1227236688,0,-3.8129515,-7.847819568,-11.66077107,-0.07129328005
Goran Dragic,dragigo01,201609,,G,75,190,7,MIA,1610612748,Miami Heat,5/6/1986,33,11,,2020,3207,1531,1.948687486,-1.983209112,-0.03452162539,-1.246964046,-0.6558893574,-1.902853403,1.36214479,-1.829732859,-0.4675880697,1.789860282,1.789860282,0,1.305897521,-2.732348301,-1.42645078,0.402308985
Jae Crowder,crowdja01,203109,Starter,F,78,235,99,MIA,1610612748,Miami Heat,7/6/1990,29,7,Marquette,2020,3653,1695,-0.06032511027,-0.3963761574,-0.4567012677,-1.229367184,-2.994630042,-4.223997226,-0.2973242612,-0.9646842852,-1.262008546,1.303270015,1.303270015,0,-0.2191066149,-0.339794757,-0.5589013719,0.4089120222
Jimmy Butler,butleji01,202710,Starter,SG,79,220,22,MIA,1610612748,Miami Heat,9/14/1989,30,8,Marquette,2020,3778,1851,4.911718129,2.004397419,6.916115548,0.2516942156,0.5467778518,0.7984720675,4.203687456,1.812875566,6.016563022,8.217433347,8.217433347,0,3.887479828,1.64868195,5.536161777,-0.7581901611
Kelly Olynyk,olynyke01,203482,,PF,83,234,9,MIA,1610612748,Miami Heat,4/19/1991,28,6,Gonzaga,2020,2306,1089,0.6743033084,-0.5484891858,0.1258141226,0.7428380278,-1.19352216,-0.450684132,0.6937941788,-0.7452936684,-0.05149948966,1.513331194,1.513331194,0,0.553698258,-0.7864079653,-0.2327097073,0.9540892986
Kendrick Nunn,nunnke01,1629134,Starter,PG,74,184,25,MIA,1610612748,Miami Heat,8/3/1995,24,0,Oakland,2020,3802,1846,0.5372006732,-0.4216817568,0.1155189164,0.3589795833,-1.656497655,-1.297518071,0.4969113028,-0.7174242593,-0.2205129566,2.378003057,2.378003057,0,0.118533831,-0.7680255384,-0.6494917074,-0.1859029198
KZ Okpala,okpalkz01,1629644,G-League,F-G,80,215,4,MIA,1610612748,Miami Heat,4/28/1999,20,0,Stanford,2020,51,26,0.4800313442,-1.222009783,-0.7419784384,-9.225631852,-13.14016872,-22.36580057,-1.526068975,-3.7842748,-5.310343775,-0.033871124,-0.033871124,0,-2.632099664,-2.345410706,-4.977510369,-0.2773622659
Meyers Leonard,leoname01,203086,,F-C,84,245,0,MIA,1610612748,Miami Heat,2/27/1992,27,7,Illinois,2020,2012,987,-2.129613396,-0.280635953,-2.410249349,1.071680754,2.067464002,3.139144756,-1.62466311,0.1600866921,-1.464576418,0.6447639538,0.6447639538,0,-1.94656337,-0.444389462,-2.390952832,-0.3992459242
Solomon Hill,hillso01,203524,,F,78,226,44,MIA,1610612748,Miami Heat,3/18/1991,28,6,Arizona,2020,2152,992,-1.453804156,-0.6363239376,-2.090128093,1.568417607,-2.800191433,-1.231773825,-0.889881411,-1.126597241,-2.016478652,0.3775083533,0.3775083533,0,-1.336628658,-1.489147209,-2.825775867,0.3234408977
Tyler Herro,herroty01,1629639,,G,77,195,14,MIA,1610612748,Miami Heat,1/20/2000,19,0,Kentucky,2020,2673,1280,-0.4814833692,-1.147624394,-1.629107763,-4.470152794,-0.1944836497,-4.664636444,-1.381997813,-1.026352747,-2.40835056,0.2229060943,0.2229060943,0,-0.7634902898,-1.484316029,-2.247806319,-0.09606639167
Udonis Haslem,hasleud01,2617,,F,80,235,40,MIA,1610612748,Miami Heat,6/9/1980,39,16,Florida,2020,43,21,-10.79403546,-6.228198599,-17.02223406,-22.19216891,-4.599076431,-26.79124535,-13.94257249,-6.349542997,-20.29211549,-0.1864220797,-0.1864220797,0,-12.65437317,-6.053382353,-18.70775553,-0.8291137349
Brook Lopez,lopezbr01,201572,Starter,C,84,270,11,MIL,1610612749,Milwaukee Bucks,4/1/1988,31,11,Stanford,2020,3666,1651,-2.624220264,4.459425977,1.835205713,0.7529058266,1.243759601,1.996665428,-2.111615862,3.870662689,1.759046826,3.809067267,3.809067267,0,-1.714177352,4.135314221,2.421136869,0.2931679794
D.J. Wilson,wilsodj01,1628391,G-League,F,82,231,5,MIL,1610612749,Milwaukee Bucks,2/19/1996,23,2,Michigan,2020,620,280,-4.108902807,-3.277385309,-7.386288117,-6.848081335,-1.492523221,-8.340604556,-5.010775889,-3.275519821,-8.28629571,-0.7906869664,-0.7906869664,0,-4.310511382,-3.647647168,-7.95815855,-0.02658137224
Donte DiVincenzo,divindo01,1628978,,G,76,203,0,MIL,1610612749,Milwaukee Bucks,1/31/1997,22,1,Villanova,2020,3085,1388,1.165303909,2.691589193,3.856893102,2.747146539,2.901042141,5.648188681,1.533470162,2.798964671,4.332434833,5.034156665,5.034156665,0,1.562782829,3.069855417,4.632638246,0.3798537284
Eric Bledsoe,bledser01,202339,Starter,PG,73,205,6,MIL,1610612749,Milwaukee Bucks,12/9/1989,29,9,Kentucky,2020,3429,1524,1.650620242,1.151651454,2.802271696,1.475947382,1.880179081,3.356126463,1.671609466,1.277643171,2.949252638,4.491983599,4.491983599,0,1.303478685,1.201256842,2.504735527,1.394018896
Ersan Ilyasova,ilyaser01,101141,,F,81,235,7,MIL,1610612749,Milwaukee Bucks,5/15/1987,32,11,,2020,2038,909,0.2623144193,1.586888473,1.849202892,1.69075018,-1.920847394,-0.2300972139,0.5441964383,0.8431632112,1.387359649,1.92619252,1.92619252,0,-0.002285466199,0.1500970718,0.1478116056,0.393495545
Frank Mason,masonfr01,1628412,,G,71,190,15,MIL,1610612749,Milwaukee Bucks,4/3/1994,25,2,Kansas,2020,116,53,-3.81347491,3.190334834,-0.6231400758,-9.012573201,6.470572214,-2.542000986,-5.192238611,3.975410001,-1.21682861,0.04167549986,0.04167549986,0,-4.30907004,0.04710253644,-4.261967504,0.5354682071
George Hill,hillge01,201588,,G,75,188,3,MIL,1610612749,Milwaukee Bucks,5/4/1986,33,11,,2020,2467,1131,2.983222511,0.7335775724,3.716800084,2.399755777,0.7732016128,3.17295739,3.014736204,0.6736104252,3.688346629,3.673973146,3.673973146,0,2.464430405,0.5189606338,2.983391039,-1.130842829
Giannis Antetokounmpo,antetgi01,203507,Starter,PF,83,242,34,MIL,1610612749,Milwaukee Bucks,12/6/1994,24,6,,2020,4017,1795,5.757963492,3.055571936,8.813535428,2.97875199,6.732934875,9.711686865,5.462035868,3.916435782,9.37847165,11.30872097,11.30872097,0,5.372471327,3.298168024,8.670639351,1.849215762
Khris Middleton,middlkh01,203114,Starter,SF,79,222,22,MIL,1610612749,Milwaukee Bucks,8/12/1991,28,7,Texas A&M,2020,3751,1686,3.690412036,1.250388038,4.940800074,1.748266094,2.860901274,4.609167368,3.464116011,1.592017522,5.056133533,6.754902816,6.754902816,0,3.44970316,1.12002197,4.56972513,0.6090006921
Kyle Korver,korveky01,2594,Inactive,G-F,79,212,26,MIL,1610612749,Milwaukee Bucks,3/17/1981,38,16,Creighton,2020,1909,847,0.7585696405,0.3572101213,1.115779762,0.9635441332,-1.65062461,-0.6870804767,0.8114592242,-0.1462230386,0.6652361856,1.488901218,1.488901218,0,0.6398431252,-0.5764129909,0.06343013434,0.901502827
Pat Connaughton,connapa01,1626192,,G,77,209,24,MIL,1610612749,Milwaukee Bucks,1/6/1993,26,4,Notre Dame,2020,2490,1119,-1.16217659,1.204689346,0.04251275633,-1.580283553,-2.078185155,-3.658468707,-1.34952101,0.456791682,-0.8927293279,1.055618222,1.055618222,0,-1.609108376,0.05967678927,-1.549431587,-0.4543856572
Robin Lopez,lopezro01,201577,,C,84,275,42,MIL,1610612749,Milwaukee Bucks,4/1/1988,31,11,Stanford,2020,1941,876,-3.116295919,1.505283556,-1.611012363,-3.087327547,-0.4898300183,-3.577157565,-3.34437028,0.9911771343,-2.353193146,0.1767142517,0.1767142517,0,-3.998104715,0.553105704,-3.444999011,-0.3639186372
Sterling Brown,brownst02,1628425,,G-F,77,232,23,MIL,1610612749,Milwaukee Bucks,2/10/1995,24,2,Southern Methodist,2020,1525,688,-2.27433204,1.277431559,-0.9969004813,-3.240135997,2.023743384,-1.216392612,-2.654824382,1.405031933,-1.249792448,0.5275619075,0.5275619075,0,-2.02923419,0.3866863088,-1.642547882,0.186474928
Thanasis Antetokounmpo,antetth01,203648,Inactive,F,78,205,43,MIL,1610612749,Milwaukee Bucks,7/18/1992,27,1,,2020,214,93,-1.202262197,1.106405779,-0.09585641774,-4.239090088,0.4443286463,-3.794761442,-2.005372862,0.879254889,-1.126117973,0.07859412995,0.07859412995,0,-1.131197342,0.74474351,-0.3864538316,2.043033452
Wesley Matthews,matthwe02,202083,Starter,SG,76,220,9,MIL,1610612749,Milwaukee Bucks,10/14/1986,33,10,Marquette,2020,3473,1555,-1.969168619,2.502228323,0.5330597042,-1.11443063,4.749139362,3.634708732,-1.933201671,3.041141521,1.10793985,3.078969683,3.078969683,0,-2.05967769,2.304392095,0.2447144051,0.6075849866
Allen Crabbe,crabbal01,203459,Out,G-F,77,212,33,MIN,1610612750,Minnesota Timberwolves,4/9/1992,27,6,California,2020,1445,653,-2.227593898,-3.899698269,-6.127292167,-5.945459257,-1.214934357,-7.160393614,-3.135893093,-3.518045642,-6.653938735,-1.274441714,-1.274441714,0,-2.617441956,-4.239102797,-6.856544753,-0.6179842402
D'Angelo Russell,russeda01,1626156,Starter,PG,76,193,0,MIN,1610612750,Minnesota Timberwolves,2/23/1996,23,4,Ohio State,2020,3169,1452,3.326105379,-3.511255031,-0.1851496522,0.2660876102,-3.23154709,-2.96545948,3.043024829,-3.652602728,-0.6095778988,1.607331131,1.607331131,0,3.391835409,-3.097631232,0.2942041775,1.687730466
Evan Turner,turneev01,202323,Out,G-F,78,220,1,MIN,1610612750,Minnesota Timberwolves,10/27/1988,30,9,Ohio State,2020,561,251,-4.529111779,-0.395032379,-4.924144158,-7.818142996,4.569304952,-3.248838044,-5.466755312,0.6923524,-4.774402912,-0.2610514607,-0.2610514607,0,-3.290475141,-1.788695823,-5.079170965,0.710627444
Jacob Evans,evansja02,1628980,,G-F,76,210,10,MIN,1610612750,Minnesota Timberwolves,6/18/1997,22,1,Cincinnati,2020,905,418,-5.076615406,-1.288484518,-6.365099924,-5.305140197,0.8102674633,-4.494872734,-5.363568014,-0.8723662497,-6.235934264,-0.7487251835,-0.7487251835,0,-5.732395277,-1.294468733,-7.02686401,0.2332094453
Jake Layman,laymaja01,1627774,,F,80,209,10,MIN,1610612750,Minnesota Timberwolves,3/7/1994,25,3,Maryland,2020,1154,505,-2.540901375,-0.9659528568,-3.506854232,-0.7781515985,5.089925697,4.311774099,-2.308100569,0.2536807983,-2.054419771,0.1807202069,0.1807202069,0,-3.04321633,-0.08722489807,-3.130441228,0.8556326892
James Johnson,johnsja01,201949,,F,79,240,16,MIN,1610612750,Minnesota Timberwolves,2/20/1987,32,10,Wake Forest,2020,1361,619,-0.9032905717,-0.6961425147,-1.599433086,0.2576886937,-3.413082172,-3.155393479,-0.7109176942,-1.306832569,-2.017750263,0.2322108934,0.2322108934,0,-1.057127761,-0.9445536367,-2.001681398,0.5290913761
Jarred Vanderbilt,vandeja01,1629020,,F,81,214,8,MIN,1610612750,Minnesota Timberwolves,4/3/1999,20,1,Kentucky,2020,105,46,-7.998860697,-0.1323221104,-8.131182807,-11.051652,-3.507773432,-14.55942544,-9.136002142,-0.8565598268,-9.992561969,-0.1713633483,-0.1713633483,0,-9.372641638,-2.316678137,-11.68931978,1.648338311
Jarrett Culver,culveja01,1629633,,G-F,78,195,23,MIN,1610612750,Minnesota Timberwolves,2/20/1999,20,0,Texas Tech,2020,3301,1506,-3.166261278,-1.329712514,-4.495973791,0.6998775564,-0.5099792925,0.1898982639,-2.520841524,-1.223474766,-3.74431629,-0.7639797718,-0.7639797718,0,-2.403736673,-0.9806852209,-3.384421894,-0.001907433688
Jaylen Nowell,nowelja01,1629669,,G,76,201,4,MIN,1610612750,Minnesota Timberwolves,7/9/1999,20,0,Washington,2020,338,151,-1.396464741,0.245725953,-1.150738788,-5.253588397,6.917583958,1.66399556,-2.250913745,1.683526134,-0.5673876112,0.168479203,0.168479203,0,-2.465304211,-0.5939097736,-3.059213985,0.2003807033
Jordan McLaughlin,mclaujo01,1629162,,G,71,185,6,MIN,1610612750,Minnesota Timberwolves,4/9/1996,23,0,USC,2020,1309,590,2.648781043,0.7758886873,3.424669731,-1.149905167,-1.009554984,-2.159460151,2.039751175,0.4719273695,2.511678544,1.579935231,1.579935231,0,1.183441133,0.5959915563,1.779432689,-0.2527684418
Josh Okogie,okogijo01,1629006,Starter,SF,76,213,20,MIN,1610612750,Minnesota Timberwolves,9/1/1998,21,1,Georgia Institute of Technology,2020,3412,1547,-2.035494469,0.3661423451,-1.669352124,-1.923929642,0.3276074332,-1.596322209,-2.119598659,0.4006569561,-1.718941703,0.8209996279,0.8209996279,0,-2.498841805,0.8322040423,-1.666637763,0.9033258786
Juancho Hernangomez,hernaju01,1627823,Starter,PF,81,230,41,MIN,1610612750,Minnesota Timberwolves,9/28/1995,24,3,,2020,1827,833,-1.013535656,0.4670884234,-0.5464472322,1.220251089,-2.468850469,-1.24859938,-0.6033660895,-0.1216665391,-0.7250326285,0.8590135769,0.8590135769,0,-0.3287127656,0.3969927083,0.06827994267,0.3539478146
Karl-Anthony Towns,townska01,1626157,Out,C-F,83,248,32,MIN,1610612750,Minnesota Timberwolves,11/15/1995,23,4,Kentucky,2020,2589,1187,4.902161103,2.271642294,7.173803397,7.163638091,-5.45061609,1.713022001,5.74603292,0.823819483,6.569852403,5.726819383,5.726819383,0,5.307831316,1.095700752,6.403532069,1.493694916
Kelan Martin,martike03,1629103,,F,77,230,30,MIN,1610612750,Minnesota Timberwolves,8/3/1995,24,0,Butler,2020,1098,495,-3.969322422,-2.255342584,-6.224665007,-4.766138718,5.844137131,1.077998413,-4.351838443,-0.682596454,-5.034434897,-0.5777866229,-0.5777866229,0,-4.740742523,-1.686295855,-6.427038378,0.15115014
Malik Beasley,beaslma01,1627736,Starter,SG,76,195,25,MIN,1610612750,Minnesota Timberwolves,11/26/1996,22,3,Florida State,2020,2604,1209,-0.6674677922,-0.9710188797,-1.638486672,1.117268613,-2.267139176,-1.149870564,-0.3313220427,-1.296215545,-1.627537587,0.7086037495,0.7086037495,0,0.07037453674,-1.29255159,-1.222177053,0.1560785694
Naz Reid,reidna01,1629675,Starter,C,81,264,11,MIN,1610612750,Minnesota Timberwolves,8/26/1999,20,0,Louisiana State,2020,1089,495,-0.8147742965,1.453650678,0.6388763815,1.520935576,1.420334927,2.941270502,-0.320815834,1.573386592,1.252570758,1.015032759,1.015032759,0,0.09407582469,2.338037277,2.432113102,0.4225739721
Omari Spellman,spellom01,1629016,G-League,F,80,245,4,MIN,1610612750,Minnesota Timberwolves,7/21/1997,22,1,Villanova,2020,1890,886,-2.757947192,-1.647567151,-4.405514343,-3.223896025,-1.20222869,-4.426124715,-2.944973986,-1.602241206,-4.547215192,-0.8161455623,-0.8161455623,0,-3.048291747,-1.82624114,-4.874532887,0.4692785271
